timestamp,rule_pred,rule_label,lstm_pred,lstm_label,mismatch
1783294143.3760056,1,Drowsy,1,Drowsy,False
1783294143.4109123,1,Drowsy,1,Drowsy,False
1783294143.444821,1,Drowsy,1,Drowsy,False
1783294143.4847162,1,Drowsy,1,Drowsy,False
1783294143.5246089,1,Drowsy,1,Drowsy,False
1783294143.5605114,1,Drowsy,1,Drowsy,False
1783294143.592427,1,Drowsy,1,Drowsy,False
1783294143.626336,1,Drowsy,1,Drowsy,False
1783294143.6602447,1,Drowsy,1,Drowsy,False
1783294143.7011373,1,Drowsy,1,Drowsy,False
1783294143.7360482,1,Drowsy,1,Drowsy,False
1783294143.7709498,1,Drowsy,1,Drowsy,False
1783294143.807851,1,Drowsy,1,Drowsy,False
1783294143.8447511,1,Drowsy,1,Drowsy,False
1783294143.882651,1,Drowsy,1,Drowsy,False
1783294143.919554,1,Drowsy,1,Drowsy,False
1783294143.9534607,1,Drowsy,1,Drowsy,False
1783294143.9903727,1,Drowsy,1,Drowsy,False
1783294144.0252686,1,Drowsy,1,Drowsy,False
1783294144.066159,1,Drowsy,1,Drowsy,False
1783294144.1020627,1,Drowsy,1,Drowsy,False
1783294144.1369703,1,Drowsy,1,Drowsy,False
1783294144.1718771,1,Drowsy,1,Drowsy,False
1783294144.2097752,1,Drowsy,1,Drowsy,False
1783294144.249669,1,Drowsy,1,Drowsy,False
1783294144.2845757,1,Drowsy,1,Drowsy,False
1783294144.3204813,1,Drowsy,1,Drowsy,False
1783294144.3573802,1,Drowsy,1,Drowsy,False
1783294144.3912907,1,Drowsy,1,Drowsy,False
1783294144.4311905,1,Drowsy,1,Drowsy,False
1783294144.467088,1,Drowsy,1,Drowsy,False
1783294144.5019927,1,Drowsy,1,Drowsy,False
1783294144.5478709,1,Drowsy,1,Drowsy,False
1783294144.5837753,1,Drowsy,1,Drowsy,False
1783294144.6236768,1,Drowsy,1,Drowsy,False
1783294144.6585748,1,Drowsy,1,Drowsy,False
1783294144.6944797,1,Drowsy,1,Drowsy,False
1783294144.728389,1,Drowsy,1,Drowsy,False
1783294144.7632952,1,Drowsy,1,Drowsy,False
1783294144.8001964,1,Drowsy,1,Drowsy,False
1783294144.8390932,1,Drowsy,1,Drowsy,False
1783294144.8759935,1,Drowsy,1,Drowsy,False
1783294144.9109006,1,Drowsy,1,Drowsy,False
1783294144.9468043,1,Drowsy,1,Drowsy,False
1783294144.982708,1,Drowsy,1,Drowsy,False
1783294145.170206,1,Drowsy,1,Drowsy,False
1783294145.1961362,1,Drowsy,1,Drowsy,False
1783294145.2230644,1,Drowsy,1,Drowsy,False
1783294145.262958,1,Drowsy,1,Drowsy,False
1783294145.2958703,1,Drowsy,1,Drowsy,False
1783294145.3297787,1,Drowsy,1,Drowsy,False
1783294145.365686,1,Drowsy,1,Drowsy,False
1783294145.4015877,1,Drowsy,1,Drowsy,False
1783294145.436494,1,Drowsy,1,Drowsy,False
1783294145.4723995,1,Drowsy,1,Drowsy,False
1783294145.5112944,1,Drowsy,1,Drowsy,False
1783294145.548198,1,Drowsy,1,Drowsy,False
1783294145.5840993,1,Drowsy,1,Drowsy,False
1783294145.6160145,1,Drowsy,1,Drowsy,False
1783294145.652916,1,Drowsy,1,Drowsy,False
1783294145.687825,1,Drowsy,1,Drowsy,False
1783294145.7227283,1,Drowsy,1,Drowsy,False
1783294145.762623,1,Drowsy,1,Drowsy,False
